Airline Name,Review Link,Number of Reviews
SunExpress,https://www.tripadvisor.com/Airline_Review-d8729217-Reviews-SunExpress,"3,188 reviews"
Sunrise Airways,https://www.tripadvisor.com/Airline_Review-d13150567-Reviews-Sunrise-Airways,32 reviews
Sunwing Airlines,https://www.tripadvisor.com/Airline_Review-d8729159-Reviews-Sunwing-Airlines,"9,279 reviews"
Suparna Airlines,https://www.tripadvisor.com/Airline_Review-d13804010-Reviews-Suparna-Airlines,2 reviews
Surinam Airways,https://www.tripadvisor.com/Airline_Review-d8728899-Reviews-Surinam-Airways,182 reviews
Swiss International Air Lines [SWISS],https://www.tripadvisor.com/Airline_Review-d8729160-Reviews-Swiss-International-Air-Lines-SWISS,"15,475 reviews"
Swoop,https://www.tripadvisor.com/Airline_Review-d15052990-Reviews-Swoop,"2,410 reviews"
SyrianAir,https://www.tripadvisor.com/Airline_Review-d8729218-Reviews-SyrianAir,7 reviews
T Way Airlines,https://www.tripadvisor.com/Airline_Review-d12124804-Reviews-T-Way-Airlines,372 reviews
TAAG Angola Airlines,https://www.tripadvisor.com/Airline_Review-d8729161-Reviews-TAAG-Angola-Airlines,636 reviews
Taban Air,https://www.tripadvisor.com/Airline_Review-d8728951-Reviews-Taban-Air,26 reviews
TAG,https://www.tripadvisor.com/Airline_Review-d15052991-Reviews-TAG,62 reviews
Tailwind Airlines,https://www.tripadvisor.com/Airline_Review-d14190670-Reviews-Tailwind-Airlines,463 reviews
Tajik Air,https://www.tripadvisor.com/Airline_Review-d13803997-Reviews-Tajik-Air,5 reviews
TAM Airlines Brazil,https://www.tripadvisor.com/Airline_Review-d8729163-Reviews-TAM-Airlines-Brazil,"5,522 reviews"
TAME Vuela Ecuador,https://www.tripadvisor.com/Airline_Review-d10533111-Reviews-TAME-Vuela-Ecuador,528 reviews
TAP Air Portugal,https://www.tripadvisor.com/Airline_Review-d8729164-Reviews-TAP-Air-Portugal,"24,213 reviews"
TAR Aerolineas,https://www.tripadvisor.com/Airline_Review-d12665299-Reviews-TAR-Aerolineas,310 reviews
TAROM,https://www.tripadvisor.com/Airline_Review-d8729165-Reviews-TAROM,"1,417 reviews"
Thai Airways,https://www.tripadvisor.com/Airline_Review-d8729166-Reviews-Thai-Airways,"16,249 reviews"
Thai Lion Air,https://www.tripadvisor.com/Airline_Review-d10816884-Reviews-Thai-Lion-Air,"1,683 reviews"
THAI Smile Airways,https://www.tripadvisor.com/Airline_Review-d8729212-Reviews-THAI-Smile-Airways,"7,286 reviews"
Thai Vietjet,https://www.tripadvisor.com/Airline_Review-d17550102-Reviews-Thai-Vietjet,140 reviews
Thomas Cook Airlines (UK) [no longer operating],https://www.tripadvisor.com/Airline_Review-d8728952-Reviews-Thomas-Cook-Airlines-UK-No-Longer-Operating,"14,426 reviews"
Thomas Cook Airlines Belgium [no longer operating],https://www.tripadvisor.com/Airline_Review-d11831114-Reviews-Thomas-Cook-Airlines-Belgium-No-Longer-Operating,170 reviews
Tianjin Airlines,https://www.tripadvisor.com/Airline_Review-d8728953-Reviews-Tianjin-Airlines,79 reviews
Tiara Air Aruba,https://www.tripadvisor.com/Airline_Review-d8728890-Reviews-Tiara-Air-Aruba,4 reviews
Tibet Airlines,https://www.tripadvisor.com/Airline_Review-d8729168-Reviews-Tibet-Airlines,23 reviews
tigerair australia,https://www.tripadvisor.com/Airline_Review-d8729043-Reviews-Tigerair-Australia,"2,853 reviews"
Tigerair Singapore [no longer operating],https://www.tripadvisor.com/Airline_Review-d8729221-Reviews-Tigerair-Singapore-No-Longer-Operating,657 reviews
tigerair taiwan,https://www.tripadvisor.com/Airline_Review-d8728897-Reviews-Tigerair-Taiwan,777 reviews
Tradewind Aviation,https://www.tripadvisor.com/Airline_Review-d10533087-Reviews-Tradewind-Aviation,36 reviews
Trans Air Congo (TAC),https://www.tripadvisor.com/Airline_Review-d17213153-Reviews-Trans-Air-Congo-TAC,4 reviews
Trans Guyana,https://www.tripadvisor.com/Airline_Review-d12280233-Reviews-Trans-Guyana,5 reviews
Trans Maldivian,https://www.tripadvisor.com/Airline_Review-d11831127-Reviews-Trans-Maldivian,243 reviews
Transavia,https://www.tripadvisor.com/Airline_Review-d8729171-Reviews-Transavia,"109,717 reviews"
TransNusa,https://www.tripadvisor.com/Airline_Review-d15052992-Reviews-TransNusa,20 reviews
Trigana Air Service,https://www.tripadvisor.com/Airline_Review-d10816895-Reviews-Trigana-Air-Service,50 reviews
Tropic Air Belize,https://www.tripadvisor.com/Airline_Review-d10533105-Reviews-Tropic-Air-Belize,347 reviews
Tropic Ocean Airways,https://www.tripadvisor.com/Airline_Review-d17213158-Reviews-Tropic-Ocean-Airways,4 reviews
Trujet,https://www.tripadvisor.com/Airline_Review-d12665306-Reviews-Trujet,152 reviews
Tsaradia,https://www.tripadvisor.com/Airline_Review-d19698661-Reviews-Tsaradia,33 reviews
TUI Airlines Netherlands,https://www.tripadvisor.com/Airline_Review-d8729195-Reviews-TUI-Airlines-Netherlands,"2,161 reviews"
TUI Airways (United Kingdom),https://www.tripadvisor.com/Airline_Review-d8729167-Reviews-TUI-Airways-United-Kingdom,"19,398 reviews"
TUI fly Belgium (formerly Jetairfly),https://www.tripadvisor.com/Airline_Review-d8869165-Reviews-TUI-Fly-Belgium-Formerly-Jetairfly,"5,011 reviews"
TUIfly (Germany),https://www.tripadvisor.com/Airline_Review-d8729172-Reviews-TUIfly-Germany,"3,465 reviews"
Tunisair,https://www.tripadvisor.com/Airline_Review-d8729173-Reviews-Tunisair,"3,036 reviews"
Turkish Airlines,https://www.tripadvisor.com/Airline_Review-d8729174-Reviews-Turkish-Airlines,"35,307 reviews"
Turkmenistan Airlines,https://www.tripadvisor.com/Airline_Review-d8729175-Reviews-Turkmenistan-Airlines,218 reviews
Tus Air,https://www.tripadvisor.com/Airline_Review-d12124795-Reviews-Tus-Air,261 reviews
Twin Jet,https://www.tripadvisor.com/Airline_Review-d12280237-Reviews-Twin-Jet,36 reviews
Ukraine International Airlines,https://www.tripadvisor.com/Airline_Review-d8729176-Reviews-Ukraine-International-Airlines,"3,976 reviews"
Uni Air,https://www.tripadvisor.com/Airline_Review-d10823592-Reviews-Uni-Air,96 reviews
United Airlines,https://www.tripadvisor.com/Airline_Review-d8729177-Reviews-United-Airlines,"54,525 reviews"
Ural Airlines,https://www.tripadvisor.com/Airline_Review-d8729178-Reviews-Ural-Airlines,"4,114 reviews"
Urumqi Air,https://www.tripadvisor.com/Airline_Review-d8728945-Reviews-Urumqi-Air,5 reviews
US-Bangla Airlines,https://www.tripadvisor.com/Airline_Review-d10661140-Reviews-USBangla-Airlines,144 reviews
Utair,https://www.tripadvisor.com/Airline_Review-d8729219-Reviews-Utair,"1,610 reviews"
Uzbekistan Airways,https://www.tripadvisor.com/Airline_Review-d8729179-Reviews-Uzbekistan-Airways,810 reviews
Vanilla Air [merged with Peach as of 27.10.2019],https://www.tripadvisor.com/Airline_Review-d8728982-Reviews-Vanilla-Air-Merged-With-Peach-As-Of-27102019,819 reviews
VASCO,https://www.tripadvisor.com/Airline_Review-d11831117-Reviews-VASCO,20 reviews
Veca Airlines [no longer operating],https://www.tripadvisor.com/Airline_Review-d10533123-Reviews-Veca-Airlines-No-Longer-Operating,12 reviews
Via Airlines [no longer operating],https://www.tripadvisor.com/Airline_Review-d13635970-Reviews-Via-Airlines-No-Longer-Operating,226 reviews
Vieques Air Link,https://www.tripadvisor.com/Airline_Review-d8728901-Reviews-Vieques-Air-Link,80 reviews
VietJetAir,https://www.tripadvisor.com/Airline_Review-d8728891-Reviews-VietJetAir,"5,463 reviews"
Vietnam Airlines,https://www.tripadvisor.com/Airline_Review-d8729180-Reviews-Vietnam-Airlines,"8,157 reviews"
Vim Airlines [no longer operating],https://www.tripadvisor.com/Airline_Review-d10823594-Reviews-Vim-Airlines-No-Longer-Operating,159 reviews
Virgin America (now Alaska Airlines),https://www.tripadvisor.com/Airline_Review-d8729181-Reviews-Virgin-America-Now-Alaska-Airlines,"2,200 reviews"
Virgin Atlantic Airways,https://www.tripadvisor.com/Airline_Review-d8729182-Reviews-Virgin-Atlantic-Airways,"16,038 reviews"
Virgin Australia,https://www.tripadvisor.com/Airline_Review-d8728931-Reviews-Virgin-Australia,"12,103 reviews"
Vistara,https://www.tripadvisor.com/Airline_Review-d8729207-Reviews-Vistara,"3,334 reviews"
Viva Aerobus,https://www.tripadvisor.com/Airline_Review-d10533096-Reviews-Viva-Aerobus,"4,711 reviews"
Viva Air (Colombia),https://www.tripadvisor.com/Airline_Review-d10661148-Reviews-Viva-Air-Colombia,"2,535 reviews"
Viva Air (Peru),https://www.tripadvisor.com/Airline_Review-d14190671-Reviews-Viva-Air-Peru,964 reviews
VLM Airlines [no longer operating],https://www.tripadvisor.com/Airline_Review-d14190672-Reviews-VLM-Airlines-No-Longer-Operating,9 reviews
Volaris,https://www.tripadvisor.com/Airline_Review-d8729184-Reviews-Volaris,"7,810 reviews"
Volotea,https://www.tripadvisor.com/Airline_Review-d10533097-Reviews-Volotea,"27,541 reviews"
Vueling Airlines,https://www.tripadvisor.com/Airline_Review-d8729185-Reviews-Vueling-Airlines,"31,343 reviews"
Wantaniya Airways [no longer operating],https://www.tripadvisor.com/Airline_Review-d12977003-Reviews-Wantaniya-Airways-No-Longer-Operating,18 reviews
Wasaya Airways,https://www.tripadvisor.com/Airline_Review-d12878334-Reviews-Wasaya-Airways,2 reviews
West Air,https://www.tripadvisor.com/Airline_Review-d8728942-Reviews-West-Air,101 reviews
WestJet,https://www.tripadvisor.com/Airline_Review-d8729186-Reviews-WestJet,"17,603 reviews"
Wideroe,https://www.tripadvisor.com/Airline_Review-d10533102-Reviews-Wideroe,488 reviews
Winair,https://www.tripadvisor.com/Airline_Review-d8728880-Reviews-Winair,198 reviews
Windrose Air,https://www.tripadvisor.com/Airline_Review-d13635969-Reviews-Windrose-Air,229 reviews
Wingo,https://www.tripadvisor.com/Airline_Review-d12977004-Reviews-Wingo,878 reviews
Wings Air,https://www.tripadvisor.com/Airline_Review-d12280231-Reviews-Wings-Air,331 reviews
Wizz Air,https://www.tripadvisor.com/Airline_Review-d8729187-Reviews-Wizz-Air,"25,304 reviews"
WOW air [no longer operating],https://www.tripadvisor.com/Airline_Review-d8728919-Reviews-WOW-Air-No-Longer-Operating,"9,062 reviews"
Xiamen Airlines,https://www.tripadvisor.com/Airline_Review-d8729188-Reviews-Xiamen-Airlines,681 reviews
XL Airways [no longer operating],https://www.tripadvisor.com/Airline_Review-d10533099-Reviews-XL-Airways-No-Longer-Operating,"1,969 reviews"
Xpressair,https://www.tripadvisor.com/Airline_Review-d14190673-Reviews-Xpressair,3 reviews
Yakutia Air,https://www.tripadvisor.com/Airline_Review-d8728881-Reviews-Yakutia-Air,230 reviews
Yamal Airlines,https://www.tripadvisor.com/Airline_Review-d12665302-Reviews-Yamal-Airlines,114 reviews
Yanair,https://www.tripadvisor.com/Airline_Review-d11831103-Reviews-Yanair,164 reviews
Yemenia,https://www.tripadvisor.com/Airline_Review-d8729189-Reviews-Yemenia,4 reviews
Yeti Airlines,https://www.tripadvisor.com/Airline_Review-d8728887-Reviews-Yeti-Airlines,249 reviews
Zagros Airlines,https://www.tripadvisor.com/Airline_Review-d10816885-Reviews-Zagros-Airlines,33 reviews
9 Air,https://www.tripadvisor.com/Airline_Review-d8728971-Reviews-9-Air,13 reviews
